model_name,sample_size,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch,train_peak_memory_gb,eval_in_loss,eval_in_accuracy,eval_in_runtime,eval_in_samples_per_second,eval_in_steps_per_second,eval_in_peak_memory_gb,eval_out_loss,eval_out_accuracy,eval_out_runtime,eval_out_samples_per_second,eval_out_steps_per_second,eval_out_peak_memory_gb,finetuning_method
opt-350m,2,,,,,,,,0.7108021247386932,0.58,17.7826144695282,2.811735028371595,,7.301274299621582,0.7636524873971939,0.54,17.05459427833557,2.931761329761737,,7.301274299621582,icl
opt-350m,2,,,,,,,,0.7712501978874207,0.56,64.14785099029541,0.7794493381791424,,7.299906730651855,0.7732616442441941,0.54,63.19734025001526,0.7911725367269381,,7.299906730651855,icl
opt-350m,2,,,,,,,,0.7475609165430069,0.42,24.65497255325317,2.0279884673164075,,7.300572395324707,0.6931471824645996,0.46,24.35378336906433,2.053069095765756,,7.300572395324707,icl
opt-350m,2,,,,,,,,0.7259975457191468,0.54,62.23095750808716,0.8034586322008994,,7.300694465637207,0.6931471824645996,0.46,62.16570448875427,0.80430199273371,,7.300694465637207,icl
opt-350m,2,,,,,,,,0.7796295940876007,0.5,25.152878761291504,1.9878440346536577,,7.300572395324707,0.7732616442441941,0.54,25.041503190994263,1.9966852476324832,,7.300572395324707,icl
opt-350m,2,,,,,,,,0.7712501978874207,0.56,63.69982123374939,0.7849315591722421,,7.300694465637207,0.7732616442441941,0.54,61.9375228881836,0.8072650901823355,,7.300694465637207,icl
opt-350m,2,,,,,,,,0.7419746524095535,0.46,23.52471351623535,2.125424395306365,,7.300572395324707,0.6855494719743729,0.48,23.49061393737793,2.128509715978121,,7.300572395324707,icl
opt-350m,2,,,,,,,,0.7700204372406005,0.5,55.88739728927612,0.8946560839324357,,7.300694465637207,0.7732616442441941,0.54,55.96661996841431,0.8933896674163695,,7.300694465637207,icl
opt-350m,2,,,,,,,,0.7383998346328735,0.52,24.080155611038208,2.0763985419213937,,7.300572395324707,0.6931471824645996,0.46,23.900508880615234,2.0920056660614885,,7.300572395324707,icl
opt-350m,2,,,,,,,,0.7383998346328735,0.52,55.34305381774902,0.903455746490891,,7.300694465637207,0.7636524873971939,0.54,55.47252178192139,0.9013471606097976,,7.300694465637207,icl
opt-350m,4,,,,,,,,0.7776181477308274,0.48,24.672138690948486,2.026577453471579,,7.300572395324707,0.7432044130563736,0.48,24.38177967071533,2.0507116656481976,,7.300572395324707,icl
opt-350m,4,,,,,,,,0.6991815215349197,0.56,55.29981589317322,0.9041621421776292,,7.300694465637207,0.7067792320251465,0.5,55.08898329734802,0.9076224865164102,,7.300694465637207,icl
opt-350m,4,,,,,,,,0.7940433293581008,0.5,24.71471858024597,2.0230859533219245,,7.300572395324707,0.7712501978874207,0.52,24.567224264144897,2.0352319603714224,,7.300572395324707,icl
opt-350m,4,,,,,,,,0.8084570646286011,0.5,54.4909257888794,0.9175839697369224,,7.300694465637207,0.7732616442441941,0.54,54.63327932357788,0.9151930951071736,,7.300694465637207,icl
opt-350m,4,,,,,,,,1.0032044053077698,0.0,24.39886975288391,2.049275253583829,,7.300576210021973,0.9783998274803162,0.0,24.237054109573364,2.0629569820636973,,7.300572395324707,icl
opt-350m,4,,,,,,,,0.8236524856090546,0.46,55.07552123069763,0.9078443359721002,,7.300694465637207,0.7732616442441941,0.54,54.687336444854736,0.914288448668892,,7.300694465637207,icl
opt-350m,4,,,,,,,,0.7864456188678741,0.52,24.7498037815094,2.0202180365306592,,7.300572395324707,0.6931471824645996,0.46,24.592562913894653,2.0331349837373107,,7.300572395324707,icl
opt-350m,4,,,,,,,,0.7176181495189666,0.6,54.38079023361206,0.919442321180093,,7.300694465637207,0.7732616442441941,0.54,54.25121855735779,0.9216382844403184,,7.300694465637207,icl
opt-350m,4,,,,,,,,0.7884570652246475,0.54,24.69538426399231,2.024669851884171,,7.300572395324707,0.7732616442441941,0.54,24.4341938495636,2.046312651354078,,7.300572395324707,icl
opt-350m,4,,,,,,,,0.7432044130563736,0.52,54.59124064445496,0.9158978511890384,,7.300694465637207,0.7700204372406005,0.46,54.38486051559448,0.9193735081045734,,7.300694465637207,icl
opt-350m,8,,,,,,,,0.7059975463151932,0.58,24.794607400894165,2.016567521782856,,7.300572395324707,0.7211929672956466,0.5,24.55758023262024,2.036031218319473,,7.300572395324707,icl
opt-350m,8,,,,,,,,0.8132616430521011,0.5,54.720749616622925,0.9137301727462288,,7.300694465637207,0.7732616442441941,0.54,54.28714108467102,0.9210284240611526,,7.300694465637207,icl
opt-350m,8,,,,,,,,0.7252158600091935,0.58,24.814202785491943,2.014975070213957,,7.300572395324707,0.7315838098526001,0.46,24.59472942352295,2.032955888190373,,7.300572395324707,icl
opt-350m,8,,,,,,,,0.7520318841934204,0.56,54.46925234794617,0.9179490785113616,,7.300694465637207,0.7360547775030136,0.6,54.49014759063721,0.9175970741652252,,7.300694465637207,icl
opt-350m,8,,,,,,,,0.6979517608880996,0.5,24.809606313705444,2.0153483843223565,,7.300572395324707,0.6931471824645996,0.46,24.66203236579895,2.027407930472895,,7.300572395324707,icl
opt-350m,8,,,,,,,,0.7935952544212341,0.4,54.34018397331238,0.92012938389307,,7.300694465637207,0.7591815197467804,0.4,54.4123899936676,0.9189083590303402,,7.300694465637207,icl
opt-350m,8,,,,,,,,0.7315838098526001,0.5,24.68863606452942,2.025223259369757,,7.300572395324707,0.6791815221309662,0.56,24.60442924499512,2.0321544345585947,,7.300572395324707,icl
opt-350m,8,,,,,,,,0.7399632060527801,0.44,54.57994318008423,0.9160874322464408,,7.300694465637207,0.7227563387155533,0.42,54.4891791343689,0.9176133829562986,,7.300694465637207,icl
opt-350m,8,,,,,,,,0.7404112809896469,0.54,24.77171540260315,2.018431068958015,,7.300572395324707,0.7732616442441941,0.54,24.58446764945984,2.0338044619444333,,7.300572395324707,icl
opt-350m,8,,,,,,,,0.7867792296409607,0.38,54.58222389221192,0.916049153635425,,7.300694465637207,0.6931471824645996,0.46,54.34858536720276,0.9199871470835568,,7.300694465637207,icl
opt-350m,16,,,,,,,,0.6931471824645996,0.5,24.802963733673096,2.0158881227616683,,7.300572395324707,0.6931471824645996,0.46,24.527846574783325,2.038499378555481,,7.300572395324707,icl
opt-350m,16,,,,,,,,0.8132616430521011,0.5,54.72426629066467,0.9136714548976864,,7.300694465637207,0.7732616442441941,0.54,54.817851543426514,0.9121116313796096,,7.300694465637207,icl
opt-350m,16,,,,,,,,1.0032044053077698,0.0,24.61512541770935,2.031271389095889,,7.300572395324707,0.9783998274803162,0.0,24.41839599609375,2.047636544513349,,7.300572395324707,icl
opt-350m,16,,,,,,,,0.8132616430521011,0.5,54.46488404273987,0.918022701760713,,7.300694465637207,0.7732616442441941,0.54,54.34955286979675,0.9199707699488012,,7.300694465637207,icl
opt-350m,16,,,,,,,,0.8132616430521011,0.5,24.079060316085812,2.076492991987645,,7.300572395324707,0.7732616442441941,0.54,24.02046227455139,2.0815586073450705,,7.300572395324707,icl
opt-350m,16,,,,,,,,0.6931471824645996,0.5,55.23421478271485,0.9052360062815114,,7.300694465637207,0.6931471824645996,0.46,55.31083917617798,0.9039819453966028,,7.300694465637207,icl
opt-350m,16,,,,,,,,0.8132616430521011,0.5,24.13042449951172,2.072072955078422,,7.300572395324707,0.7732616442441941,0.54,24.882349967956543,2.0094565048875985,,7.300572395324707,icl
opt-350m,16,,,,,,,,0.8132616430521011,0.5,55.54189896583557,0.900221291150948,,7.300694465637207,0.7732616442441941,0.54,55.35291004180908,0.9032948757749876,,7.300694465637207,icl
opt-350m,16,,,,,,,,0.6931471824645996,0.5,24.179583311080933,2.0678602834766875,,7.300572395324707,0.6931471824645996,0.46,23.934029817581177,2.0890756960314136,,7.300572395324707,icl
opt-350m,16,,,,,,,,1.0032044053077698,0.0,55.252147912979126,0.9049421948038808,,7.300694465637207,0.9783998274803162,0.0,54.94097137451172,0.9100676371221944,,7.300694465637207,icl
opt-125m,50,,,,,,,,0.7644341731071472,0.54,3.888349771499634,12.858925492373162,,5.141769886016846,0.7452158594131469,0.5,3.6944100856781006,13.533960453884646,,5.140891075134277,zeroshot
opt-350m,50,,,,,,,,0.7520318841934204,0.56,45.67260932922363,1.0947480499654196,,8.716383934020996,0.6991815215349197,0.52,48.564321517944336,1.0295624120173323,,8.716383934020996,zeroshot
opt-125m,2,72.6062,1.102,0.551,20940356321280.0,0.6975186601281166,40.0,1.5204076766967771,0.763865053653717,0.56,2.3579,21.206,2.969,1.020885944366455,0.8135073781013489,0.46,2.4241,20.627,2.888,1.020885944366455,fewshot_lora
opt-125m,2,72.3017,1.106,0.553,20940356321280.0,0.3954311065375805,40.0,1.5196752548217771,0.821978747844696,0.5,2.3876,20.941,2.932,1.020153522491455,0.8736296892166138,0.46,2.3525,21.254,2.976,1.020153522491455,fewshot_lora
opt-125m,2,72.7591,1.1,0.55,20940356321280.0,0.6342633910477161,40.0,1.5211400985717771,0.7103204131126404,0.44,2.3528,21.251,2.975,1.021618366241455,0.7171524167060852,0.52,2.4178,20.68,2.895,1.021618366241455,fewshot_lora
opt-125m,2,72.6223,1.102,0.551,20940356321280.0,1.2158010870218277,40.0,1.520401954650879,0.7040294408798218,0.42,2.3694,21.103,2.954,1.0208802223205566,0.7197412252426147,0.52,2.3359,21.405,2.997,1.0208802223205566,fewshot_lora
opt-125m,2,72.2372,1.107,0.554,20940356321280.0,0.7586250752210617,40.0,1.5211400985717771,0.7280494570732117,0.5,2.4723,20.224,2.831,1.021618366241455,0.7468773126602173,0.46,2.372,21.079,2.951,1.021618366241455,fewshot_lora
opt-125m,2,72.6612,1.101,0.551,20940356321280.0,0.6517287716269493,40.0,1.520401954650879,0.7466523051261902,0.5,2.3248,21.507,3.011,1.0208802223205566,0.784130871295929,0.46,2.3729,21.071,2.95,1.0208802223205566,fewshot_lora
opt-125m,2,72.0621,1.11,0.555,20940356321280.0,0.8658725053071976,40.0,1.5211400985717771,0.70514315366745,0.44,2.4041,20.798,2.912,1.021618366241455,0.7120581269264221,0.54,2.3976,20.854,2.92,1.021618366241455,fewshot_lora
opt-125m,2,72.4282,1.105,0.552,20940356321280.0,0.5409570582211017,40.0,1.520401954650879,0.7471736669540405,0.5,2.425,20.618,2.887,1.0208802223205566,0.7772668600082397,0.46,2.4028,20.809,2.913,1.0208802223205566,fewshot_lora
opt-125m,2,71.736,1.115,0.558,20940356321280.0,0.6250117540359497,40.0,1.5211400985717771,0.7110151648521423,0.42,2.3643,21.148,2.961,1.021618366241455,0.7147257924079895,0.54,2.448,20.425,2.859,1.021618366241455,fewshot_lora
opt-125m,2,72.2581,1.107,0.554,20940356321280.0,0.5626516059041023,40.0,1.5196752548217771,0.8177892565727234,0.5,2.3674,21.12,2.957,1.020397663116455,0.8763330578804016,0.46,2.3614,21.174,2.964,1.020397663116455,fewshot_lora
opt-125m,4,75.1043,2.13,0.533,41880712642560.0,0.7233907163143158,40.0,2.564896583557129,0.713660717010498,0.46,2.3493,21.283,2.98,1.022472858428955,0.736757755279541,0.46,2.3664,21.129,2.958,1.022472858428955,fewshot_lora
opt-125m,4,75.6043,2.116,0.529,41880712642560.0,0.8459259107708931,40.0,2.565018653869629,0.705697238445282,0.46,2.2934,21.801,3.052,1.020397663116455,0.7144421935081482,0.54,2.3274,21.483,3.008,1.020397663116455,fewshot_lora
opt-125m,4,75.2072,2.127,0.532,41880712642560.0,0.8059013664722443,40.0,2.563187599182129,0.7085283398628235,0.42,2.3449,21.322,2.985,1.0222229957580566,0.7210209369659424,0.52,2.3511,21.267,2.977,1.0222229957580566,fewshot_lora
opt-125m,4,74.944,2.135,0.534,41880712642560.0,0.7816615998744965,40.0,2.566483497619629,0.7031071186065674,0.46,2.381,21.0,2.94,1.020397663116455,0.724384605884552,0.48,2.3834,20.979,2.937,1.020397663116455,fewshot_lora
opt-125m,4,75.3373,2.124,0.531,41880712642560.0,0.6232099205255508,40.0,2.564164161682129,0.7641977071762085,0.54,2.2919,21.816,3.054,1.0222229957580566,0.8170057535171509,0.46,2.4807,20.156,2.822,1.0222229957580566,fewshot_lora
opt-125m,4,75.1039,2.13,0.533,41880712642560.0,0.5095061719417572,40.0,2.565262794494629,0.7756639122962952,0.52,2.3449,21.323,2.985,1.0208802223205566,0.8371639251708984,0.46,2.3556,21.226,2.972,1.0208802223205566,fewshot_lora
opt-125m,4,75.3219,2.124,0.531,41880712642560.0,0.8648473367094993,40.0,2.564408302307129,0.713860034942627,0.46,2.354,21.24,2.974,1.0222229957580566,0.7365485429763794,0.46,2.406,20.782,2.909,1.0222229957580566,fewshot_lora
opt-125m,4,76.0772,2.103,0.526,41880712642560.0,0.634762690961361,40.0,2.565506935119629,0.7310923933982849,0.52,2.3966,20.863,2.921,1.0208802223205566,0.7617397308349609,0.46,2.3498,21.279,2.979,1.0208802223205566,fewshot_lora
opt-125m,4,75.6782,2.114,0.529,41880712642560.0,0.4254472240805625,40.0,2.565140724182129,0.7949028611183167,0.52,2.3298,21.461,3.005,1.0222229957580566,0.8398385643959045,0.46,2.4294,20.581,2.881,1.0222229957580566,fewshot_lora
opt-125m,4,76.0342,2.104,0.526,41880712642560.0,0.6489173695445061,40.0,2.565751075744629,0.7609092593193054,0.54,2.3661,21.132,2.958,1.0208802223205566,0.8159015774726868,0.46,2.3761,21.043,2.946,1.0208802223205566,fewshot_lora
opt-125m,8,81.2609,3.938,0.492,83761425285120.0,0.736566287279129,40.0,4.626908302307129,0.7181304097175598,0.52,2.3324,21.437,3.001,1.0222229957580566,0.755013644695282,0.46,2.3876,20.941,2.932,1.0222229957580566,fewshot_lora
opt-125m,8,81.0804,3.947,0.493,83761425285120.0,0.6983273193240166,40.0,4.640580177307129,0.7312992811203003,0.52,2.3694,21.102,2.954,1.0352845191955566,0.7714830040931702,0.46,2.4161,20.694,2.897,1.0352845191955566,fewshot_lora
opt-125m,8,81.7548,3.914,0.489,83761425285120.0,0.9278498440980912,40.0,4.641800880432129,0.7046827673912048,0.46,2.3792,21.016,2.942,1.0388245582580566,0.7230260372161865,0.5,2.3457,21.315,2.984,1.0388245582580566,fewshot_lora
opt-125m,8,82.675,3.871,0.484,83761425285120.0,0.660245081782341,40.0,4.642045021057129,0.8057844042778015,0.5,2.3982,20.849,2.919,1.0382142066955566,0.8688313364982605,0.46,2.9379,17.019,2.383,1.0382142066955566,fewshot_lora
opt-125m,8,83.299,3.842,0.48,83761425285120.0,0.78933886885643,40.0,4.641800880432129,0.7111334800720215,0.48,2.398,20.851,2.919,1.0388245582580566,0.739565908908844,0.46,2.4285,20.589,2.882,1.0388245582580566,fewshot_lora
opt-125m,8,82.0442,3.9,0.488,83761425285120.0,0.6581328377127648,40.0,4.642045021057129,0.7196435332298279,0.48,2.4467,20.436,2.861,1.0382142066955566,0.7425679564476013,0.46,2.4105,20.743,2.904,1.0382142066955566,fewshot_lora
opt-125m,8,83.0337,3.854,0.482,83761425285120.0,0.5275465540587903,40.0,4.641800880432129,0.7296406626701355,0.5,2.4385,20.505,2.871,1.0388245582580566,0.7461798787117004,0.46,2.389,20.929,2.93,1.0388245582580566,fewshot_lora
opt-125m,8,82.8382,3.863,0.483,83761425285120.0,0.8969203367829323,40.0,4.642045021057129,0.7067683339118958,0.42,2.3895,20.925,2.929,1.0382142066955566,0.7170254588127136,0.5,2.3867,20.95,2.933,1.0382142066955566,fewshot_lora
opt-125m,8,82.4601,3.881,0.485,83761425285120.0,0.7157522037625312,40.0,4.641800880432129,0.721127450466156,0.52,2.4475,20.429,2.86,1.0388245582580566,0.7572528719902039,0.46,2.388,20.938,2.931,1.0388245582580566,fewshot_lora
opt-125m,8,82.9918,3.856,0.482,83761425285120.0,0.9111160889267922,40.0,4.642045021057129,0.7038957476615906,0.44,2.3744,21.058,2.948,1.0382142066955566,0.7258123159408569,0.46,2.395,20.877,2.923,1.0382142066955566,fewshot_lora
opt-125m,16,96.5053,6.632,0.829,167522850570240.0,0.6691549122333527,40.0,4.641800880432129,0.7062017917633057,0.42,2.8359,17.631,2.468,1.0388245582580566,0.721662700176239,0.48,2.5892,19.311,2.704,1.0388245582580566,fewshot_lora
opt-125m,16,96.094,6.66,0.833,167522850570240.0,0.7668648578226567,40.0,4.642045021057129,0.6981180310249329,0.44,2.5299,19.764,2.767,1.0382142066955566,0.7069111466407776,0.52,2.3994,20.839,2.917,1.0382142066955566,fewshot_lora
opt-125m,16,95.4977,6.702,0.838,167522850570240.0,0.734028959274292,40.0,4.641800880432129,0.7073007225990295,0.44,2.3911,20.911,2.928,1.0388245582580566,0.7147863507270813,0.52,2.374,21.061,2.949,1.0388245582580566,fewshot_lora
opt-125m,16,96.2244,6.651,0.831,167522850570240.0,0.5839723147451877,40.0,4.642045021057129,0.7739936709403992,0.54,2.4157,20.698,2.898,1.0382142066955566,0.8286612629890442,0.46,2.4291,20.584,2.882,1.0382142066955566,fewshot_lora
opt-125m,16,95.928,6.672,0.834,167522850570240.0,0.6663581289350986,40.0,4.641800880432129,0.7140421867370605,0.44,2.356,21.223,2.971,1.0388245582580566,0.7371305227279663,0.46,2.4055,20.786,2.91,1.0388245582580566,fewshot_lora
opt-125m,16,97.3931,6.571,0.821,167522850570240.0,0.6774545218795538,40.0,4.642045021057129,0.7286018133163452,0.48,2.4056,20.785,2.91,1.0382142066955566,0.7554962635040283,0.46,2.6051,19.193,2.687,1.0382142066955566,fewshot_lora
opt-125m,16,96.7108,6.618,0.827,167522850570240.0,0.70292344763875,40.0,4.641800880432129,0.7303087711334229,0.5,2.4103,20.744,2.904,1.0388245582580566,0.7734926342964172,0.46,2.3959,20.869,2.922,1.0388245582580566,fewshot_lora
opt-125m,16,95.6558,6.691,0.836,167522850570240.0,0.7702973380684852,40.0,4.642045021057129,0.7086500525474548,0.54,2.419,20.669,2.894,1.0382142066955566,0.6893483996391296,0.54,2.3827,20.984,2.938,1.0382142066955566,fewshot_lora
opt-125m,16,95.5306,6.699,0.837,167522850570240.0,0.6943582698702813,40.0,4.641800880432129,0.7064851522445679,0.5,2.4708,20.237,2.833,1.0388245582580566,0.7431823015213013,0.46,2.4306,20.571,2.88,1.0388245582580566,fewshot_lora
opt-125m,16,95.939,6.671,0.834,167522850570240.0,0.7018830507993699,40.0,4.642045021057129,0.7125126719474792,0.48,2.422,20.644,2.89,1.0382142066955566,0.6985746026039124,0.62,2.4677,20.262,2.837,1.0382142066955566,fewshot_lora
opt-350m,2,95.6688,0.836,0.418,74650390364160.0,0.5763686515390873,40.0,3.968935966491699,1.0200151205062866,0.4,4.2751,11.696,1.637,2.3458142280578613,0.7147576212882996,0.54,4.2769,11.691,1.637,2.3458142280578613,fewshot_lora
opt-350m,2,94.5499,0.846,0.423,74650390364160.0,0.2156417173333466,40.0,3.951846122741699,1.1879794597625732,0.38,4.1669,11.999,1.68,2.3277478218078613,0.8105555772781372,0.56,4.2132,11.867,1.661,2.3277478218078613,fewshot_lora
opt-350m,2,94.4243,0.847,0.424,74650390364160.0,0.761304946988821,40.0,3.950869560241699,1.0712076425552368,0.52,4.1067,12.175,1.705,2.3277478218078613,0.7977505326271057,0.52,4.0718,12.28,1.719,2.3277478218078613,fewshot_lora
opt-350m,2,92.9532,0.861,0.43,74650390364160.0,0.2962923651561141,40.0,3.951846122741699,1.105648159980774,0.46,4.1179,12.142,1.7,2.3277478218078613,0.7673619985580444,0.54,4.1211,12.133,1.699,2.3277478218078613,fewshot_lora
opt-350m,2,94.0968,0.85,0.425,74650390364160.0,0.6678216308355331,40.0,3.950869560241699,1.0267692804336548,0.38,4.2397,11.793,1.651,2.3277478218078613,0.7108142375946045,0.5,4.0839,12.243,1.714,2.3277478218078613,fewshot_lora
opt-350m,2,93.3837,0.857,0.428,74650390364160.0,0.7878906242549419,40.0,3.951846122741699,1.024383544921875,0.44,4.1192,12.138,1.699,2.3277478218078613,0.7222772240638733,0.56,4.1042,12.183,1.706,2.3277478218078613,fewshot_lora
opt-350m,2,93.7414,0.853,0.427,74650390364160.0,0.4205555975437164,40.0,3.950869560241699,1.1033912897109983,0.48,4.1148,12.151,1.701,2.3277478218078613,0.7798669338226318,0.56,4.0969,12.204,1.709,2.3277478218078613,fewshot_lora
opt-350m,2,93.3717,0.857,0.428,74650390364160.0,0.6816607199609279,40.0,3.951846122741699,0.9950324296951294,0.34,4.0851,12.24,1.714,2.3277478218078613,0.6993972659111023,0.5,4.0956,12.208,1.709,2.3277478218078613,fewshot_lora
opt-350m,2,94.1865,0.849,0.425,74650390364160.0,0.3705445528030395,40.0,3.950869560241699,1.0836914777755735,0.52,4.1081,12.171,1.704,2.3277478218078613,0.8095176815986633,0.56,4.0811,12.252,1.715,2.3277478218078613,fewshot_lora
opt-350m,2,93.2786,0.858,0.429,74650390364160.0,0.2901137759909034,40.0,3.951846122741699,1.1637927293777466,0.38,4.0773,12.263,1.717,2.3277478218078613,0.8181593418121338,0.56,4.0742,12.272,1.718,2.3277478218078613,fewshot_lora
opt-350m,4,196.6097,0.814,0.203,149300780728320.0,1.06295298486948,40.0,6.645327568054199,1.019397497177124,0.5,13.5511,3.69,0.517,2.3277478218078613,0.7381919622421265,0.56,13.4657,3.713,0.52,2.3277478218078613,fewshot_lora
opt-350m,4,225.9761,0.708,0.177,149300780728320.0,0.358922915160656,40.0,6.645327568054199,1.0978542566299438,0.46,14.9193,3.351,0.469,2.3277478218078613,0.7790064215660095,0.52,14.9258,3.35,0.469,2.3277478218078613,fewshot_lora
opt-350m,4,197.3912,0.811,0.203,149300780728320.0,0.6193244688212871,40.0,6.645327568054199,1.005492091178894,0.36,14.2152,3.517,0.492,2.3277478218078613,0.7064031362533569,0.52,14.2216,3.516,0.492,2.3277478218078613,fewshot_lora
opt-350m,4,199.1878,0.803,0.201,149300780728320.0,0.4196117833256721,40.0,6.645327568054199,1.0457133054733276,0.48,13.442,3.72,0.521,2.3277478218078613,0.7180789113044739,0.56,13.469,3.712,0.52,2.3277478218078613,fewshot_lora
opt-350m,4,215.4853,0.743,0.186,149300780728320.0,0.5188165992498398,40.0,6.645327568054199,1.0281023979187012,0.36,15.7722,3.17,0.444,2.3277478218078613,0.7273518443107605,0.6,15.9278,3.139,0.439,2.3277478218078613,fewshot_lora
opt-350m,4,228.2527,0.701,0.175,149300780728320.0,0.5932341076433658,40.0,6.645327568054199,1.1286262273788452,0.38,15.4972,3.226,0.452,2.3277478218078613,0.8094373345375061,0.58,15.6714,3.191,0.447,2.3277478218078613,fewshot_lora
opt-350m,4,207.4598,0.771,0.193,149300780728320.0,1.3020227342844009,40.0,6.645327568054199,1.008223056793213,0.32,14.9485,3.345,0.468,2.3277478218078613,0.7033131122589111,0.54,15.2272,3.284,0.46,2.3277478218078613,fewshot_lora
opt-350m,4,220.0556,0.727,0.182,149300780728320.0,0.8273517176508903,40.0,6.645327568054199,0.9921084642410278,0.34,14.8075,3.377,0.473,2.3277478218078613,0.6938083171844482,0.5,14.9045,3.355,0.47,2.3277478218078613,fewshot_lora
opt-350m,4,222.001,0.721,0.18,149300780728320.0,0.6654212914407254,40.0,6.645327568054199,1.140025615692139,0.38,15.8416,3.156,0.442,2.3277478218078613,0.783449649810791,0.6,15.9969,3.126,0.438,2.3277478218078613,fewshot_lora
opt-350m,4,213.6793,0.749,0.187,149300780728320.0,0.1728431588038802,40.0,6.645327568054199,1.154820680618286,0.38,14.3419,3.486,0.488,2.3277478218078613,0.7862339615821838,0.6,14.4801,3.453,0.483,2.3277478218078613,fewshot_lora
opt-350m,8,213.5444,1.499,0.375,298601561456640.0,0.726583632081747,40.0,6.645327568054199,0.9869996905326844,0.44,7.3806,6.775,1.761,1.7935376167297363,0.7111024260520935,0.54,7.3447,6.808,1.77,1.7935376167297363,fewshot_lora
opt-350m,8,179.2847,1.785,0.446,298601561456640.0,0.7210132364183665,40.0,6.645327568054199,0.9766526818275452,0.36,5.8159,8.597,2.235,1.7945141792297363,0.6994683742523193,0.5,5.8293,8.577,2.23,1.7945141792297363,fewshot_lora
opt-350m,8,175.1633,1.827,0.457,298601561456640.0,0.4933850301429629,40.0,6.645327568054199,1.0281208753585815,0.46,5.0906,9.822,2.554,1.7935376167297363,0.713161289691925,0.52,5.0314,9.938,2.584,1.7935376167297363,fewshot_lora
opt-350m,8,190.4318,1.68,0.42,298601561456640.0,0.5339707661420107,40.0,6.645327568054199,1.241722583770752,0.42,7.2908,6.858,1.783,1.7935376167297363,0.9453263878822328,0.48,6.7276,7.432,1.932,1.7935376167297363,fewshot_lora
opt-350m,8,180.9165,1.769,0.442,298601561456640.0,0.7234230455011129,40.0,6.645327568054199,1.0142260789871216,0.34,5.2914,9.449,2.457,1.7935376167297363,0.7446430921554565,0.62,5.2971,9.439,2.454,1.7935376167297363,fewshot_lora
opt-350m,8,187.6781,1.705,0.426,298601561456640.0,0.5143752258270979,40.0,6.645327568054199,1.0330554246902466,0.52,4.3036,11.618,3.021,1.7945141792297363,0.7849755883216858,0.52,4.3845,11.404,2.965,1.7945141792297363,fewshot_lora
opt-350m,8,182.8135,1.75,0.438,298601561456640.0,0.7012737464159727,40.0,6.645327568054199,0.9891657829284668,0.4,5.3974,9.264,2.409,1.7935376167297363,0.7262564897537231,0.56,5.3602,9.328,2.425,1.7935376167297363,fewshot_lora
opt-350m,8,221.6679,1.444,0.361,298601561456640.0,0.4528445038944483,40.0,6.645327568054199,1.1733620166778564,0.48,6.0926,8.207,2.134,1.7945141792297363,0.7927089929580688,0.52,6.5604,7.621,1.982,1.7945141792297363,fewshot_lora
opt-350m,8,188.0893,1.701,0.425,298601561456640.0,0.7075376685708761,40.0,6.645327568054199,0.9981803894042968,0.34,5.7238,8.735,2.271,1.7935376167297363,0.710095226764679,0.56,5.5996,8.929,2.322,1.7935376167297363,fewshot_lora
opt-350m,8,189.3637,1.69,0.422,298601561456640.0,0.3008805386722087,40.0,6.645327568054199,1.1560779809951782,0.46,6.1335,8.152,2.12,1.7945141792297363,0.7630157470703125,0.56,6.1158,8.176,2.126,1.7945141792297363,fewshot_lora
opt-350m,16,178.4236,3.587,1.793,597203122913280.0,0.8095592551631853,40.0,3.950869560241699,0.9728612303733826,0.34,4.4834,11.152,5.576,1.5259442329406738,0.7060052752494812,0.52,4.5313,11.034,5.517,1.5259442329406738,fewshot_lora
opt-350m,16,176.5296,3.625,1.813,597203122913280.0,0.5107013254892081,40.0,3.951846122741699,1.0118420124053955,0.54,4.5521,10.984,5.492,1.5269207954406738,0.7130058407783508,0.56,4.5764,10.926,5.463,1.5269207954406738,fewshot_lora
opt-350m,16,177.092,3.614,1.807,597203122913280.0,0.5499713982455432,40.0,3.950869560241699,1.0250109434127808,0.46,4.4894,11.137,5.569,1.5259442329406738,0.7398499846458435,0.56,4.4882,11.14,5.57,1.5259442329406738,fewshot_lora
opt-350m,16,176.8922,3.618,1.809,597203122913280.0,0.5290714550530538,40.0,3.951846122741699,1.266458511352539,0.4,4.4729,11.179,5.589,1.5269207954406738,0.7862338423728943,0.6,4.4552,11.223,5.611,1.5269207954406738,fewshot_lora
opt-350m,16,177.0595,3.615,1.807,597203122913280.0,0.7427294386085123,40.0,3.950869560241699,0.9833840131759644,0.46,4.5198,11.062,5.531,1.5259442329406738,0.7989174127578735,0.5,4.6379,10.781,5.39,1.5259442329406738,fewshot_lora
opt-350m,16,179.4619,3.566,1.783,597203122913280.0,0.5030025236075744,40.0,3.951846122741699,1.0197787284851074,0.44,4.557,10.972,5.486,1.5269207954406738,0.7419705986976624,0.56,4.5204,11.061,5.53,1.5269207954406738,fewshot_lora
opt-350m,16,175.8163,3.64,1.82,597203122913280.0,0.5637440774124116,40.0,3.950869560241699,0.9977893829345704,0.36,4.5298,11.038,5.519,1.5259442329406738,0.728563129901886,0.46,4.5308,11.036,5.518,1.5259442329406738,fewshot_lora
